links,categories,context
https://service-public.bj/public/services/service/PS00541,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Appui à la constitution de dossier pour la délivrance d’autorisation d’installation des poissonneries
L’autorisation d’implantation est un document juridique nécessaire avant la commercialisation des produits halieutiques. Elle est délivrée par la Direction de la Production Halieutique après constitution des dossiers par le promoteur.
Durée estimée:
Trois (03) mois
Coût de service:
Dix mille francs (10 000 FCFA) pour la prestation et cinq mille francs (5000 FCFA) pour contrôle
Démarches pour l'usager:
Déposer une demande écrite à la DDAEP
Vérifier la conformité du dossier
Descente pour vérifier si le lieu d’implantation respecte les normes
Envoyer les dossiers à la Direction de la Production Halieutique (DPH)
Délivrance de l’autorisation par la DPH
Qui peut faire la demande?
Promoteur
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction Départementale de l’Agriculture, de l’Elevage et de la Pêche
Législation:
Arrêté n°421/MAEP/D-CAB/SGM/ DA/DP/CSRH/SA du 07 avril 2003 portant conditions d’octroi d’agrément et d’autorisation aux établissements à terre, navires et installations isothermes pour les produits halieutiques
Arrêté interministériel n°1683/MFE/MAEP/D-CAB/SGM/DRF/DP/SA portant application des redevances de contrôle et du suivi des produits et des installations de pêche
Localisation, heures de service:
DDAEP Alibori : situé au bord de l’axe Kandi-Malanville dans les anciens locaux qui abritaient l’ENSAGAP en face du domaine de l’Honorable ISSA Salifou
DDAEP Atacora : Natitingou, annexe SRC quartier Kantaborifa , Locaux de l’ex-Direction de l’Elevage de Natitingou
DDAEP Atlantique : Situé non loin de la voie Allada-Tori à 200 m dans la VONS du marché
DDAEP Borgou : : Parakou, quartier Tranza, en face de l’ex direction régional de la SONAPRA
DDAEP Collines : Situé non loin de la voie inter-état Dassa-Parakou à côté des eaux et forêts, en face du commissariat
DDAEP Couffo : Aplahoué, Dokomè en face du cantonnement des forestiers
DDAEP Donga : Djougou quartier Zountori, en face du Motel de Djougou dans les locaux de l’ex SCDA Djougou
DDAEP Littoral : Cotonou Akpakpa PK3,5 route de PORTO-NOVO en face de SCIL peinture dans la VONS Matelas PEB quartier Donatin dans les locaux de l’ex ONASA
DDAEP Mono : Lokossa quartier Ayivèdji face Agence Bénin Presse du Mono
DDAEP Ouémé : Porto-Novo, Quartier Ouando, derrière la Direction des Archives Nationales
DDAEP Plateau : Pobè, à coté de Ex-compagnie de la Gendarmerie
DDAEP Zou : Situé au bord de la voie Bohicon-Abomey non loin du collège Monseigneur Steinmetz, Lundi au vendredi : Matinée : 08h00mn-12h30mn Soirée : 14h00mn-17h30mn Demande précisant clairement l’objet ,
une copie du contrat de location,
une attestation de résidence, une copie de la carte professionnelle,
une copie du registre de commerce,-
un manuel qualité précisant la politique de l’établissement,
une carte de la situation géographique de l’établissement,
Une demande adressée au Directeur de la Production Halieutique
Une copie des statuts de la société ou de l’établissement ;
Une attestation préalable d’inspection sanitaire des lieux, délivrée par la Direction des Pêches ;
Un plan des installations concernées ;
Un plan d’indication de l’installation ;
Un manuel-qualité précisant la politique de l’entreprise visant la qualité du produit ;
Un acte attestant le droit de propriété ou d’exploitation du domaine
Une copie du Registre de commerce (RCCM) ;
Une copie de la carte professionnelle de commerçant en cours de validité.
Une Quittance d’autorisation :
10.000f pour l’autorisation d’ouverture dans le cas d’une poissonnerie ; 1000f /tonne par rapport à la capacité de la Chambre froide pour une chambre froide.
Une Quittance d’Expertise : de 5000f pour une poissonnerie ; de 40.000f pour une chambre froide."
https://service-public.bj/public/services/service/PS00445,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Appui à la mise en place des outils de transactions foncières et des actes de mise à disposition pour la sécurisation du foncier rural
Mettre à disposition des outils de sécurisation foncière afin de sécuriser les investissements
Durée estimée:
Une semaine
Coût de service:
0 FCFA
Démarches pour l'usager:
Faire parvenir soit au Secrétariat Général du Ministère ou directement à la DLROPEA
Qui peut faire la demande?
ATDA, DDAEP, Projets / Programmes, OPA, Entrepreneur Agricole
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction de la Législation Rurale, de l’appui aux Organisations et à la Promotion de l’Entreprenariat Agricole
Législation:
Arrêté n°2016/151/MAEP/DC/SGM/DAF/DLROPEA/CJ/SA/043 SGG16 Portant attributions, organisation et fonctionnement de la direction de la législation rurale, de l’appui aux organisations professionnelles et à l'entrepreneuriat agricole (DLROPEA)
La loi 2017-15 du 10 août 2017 portant code foncier et domanial (CFD) en République du Bénin, modifiant et complétant la loi 2013-01 du 14 août 2013
Localisation, heures de service:
Cotonou, Akpakpa, VON PROCI MORGUE après AIC, Lundi au vendredi : Matinée : 08h00mn-12h30mn ; Soirée : 14h00mn-17h30mn Demande manuscrite adressée au MAEP avec copie à la DLROPEA"
https://service-public.bj/public/services/service/PS00451,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Appui à la réalisation des enquêtes ou recensements au profit des acteurs
Appuyer les acteurs du secteur agricole dans la réalisation des enquetes et recensements
Durée estimée:
Variable
Coût de service:
0 FCFA. Toutefois, les dépenses liées à la mise en œuvre des enquêtes et recensement sont à la charge du demandeur
Démarches pour l'usager:
Prendre l'avis du Conseil National de la Statistique Agricole ;
Dépôt du document d'enquête à la DSA
Qui peut faire la demande?
Acteurs du secteur agricole
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction de la Statistique Agricole
Législation:
LOI n°99-014 du 12 Avril 2000 Portant création, organisation et fonctionnement du Conseil National de la Statistique
Arrêté n°2016 155/MAEP/DC/SGM/DAF/DSA/ CJ/SA/033 SGG16 Portant attribution, organisation et fonctionnement de la DSA
Localisation, heures de service:
Quartier Fidjrossè à côté de la banque SGBB, Lundi au vendredi : Matinée : 08h00mn-12h30 Soirée : 14h00mn-17h30mn Document de l'enquête ou du recensement"
https://service-public.bj/public/services/service/PS00468,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Appui à l’organisation des acteurs en cluster
Dans le but d’une meilleure organisation des acteurs des chaînes de valeur à répondre aux exigences du marché, la Direction du Renforcement des Capacités de l’Agence Territoriale de Développement Agricole Borgou Sud-Donga-Collines (Pôle 4) apporte des appuis à leur organisation en cluster
Durée estimée:
Variable en fonction de la programmation et du niveau d’organisation des acteurs
Coût de service:
0 FCFA
Démarches pour l'usager:
Les acteurs soumettent une demande à la Direction Générale qui instruit le Directeur du Renforcement des Capacités,
le Directeur des Programmes et la Cellule Communale concernée aux fins de faire le diagnostic et apporter les services adaptés.
Une invitation est alors adressée aux acteurs pour l’analyse du dossier et l’organisation pratique de l’appui sollicité.
Qui peut faire la demande?
Les acteurs des chaines de valeur
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Agence Territoriale de Développement Agricole
Législation:
Décret 2018-123 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole de l’Alibori Sud-Borgou Nord-2KP
Décret 2018-124 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole de de l’Atacora Ouest
Décret 2018-125 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole du Borgou Sud-Donga-Collines
Décret 2018-126 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole du Zou-Couffo
Décret 2018-127 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole du Plateau
Décret 2018-128 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole de L’Ouémé-Atlantique-Littoral-Mono
Décret 2018-129 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole de la Vallée du Niger
Localisation, heures de service:
ATDA 1 : en face de la route inter-Etat Malanville-Niamey
ATDA 2 : au bord de la route inter-Etat Cotonou-Malanville en face du CENAGREF
ATDA 3 : au bord de l’axe routier Natitingou-Tanguiéta à gauche, après la Direction Départementale des Tavaux Publics de Natitingou et en face de la Direction Départementale du Cadre de Vie et du Développement Durable
ATDA 4 : Parakou, Sis au bord de la route de Pèrèrè après le stade municipal de Parakou;
ATDA 5 : Bohicon, quartier SACLO à côté de l’ONAB
ATDA 6 : Pobè, dans le quartier Pobè Nord (Zone Résidentielle) non loin de la Préfecture
ATDA 7 : Situé à Calavi au bord de la Route Inter-Etat Cotonou-Bohicon à 600 m de la mairie d’Abomey-Calavi, Lundi du vendredi Matinée : 08h00mn-12h30mn Soirée : 14h00mn-17h30mn Demande adressée au Directeur Général de l’Agence"
https://service-public.bj/public/services/service/PS00463,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Appui à l’élaboration des documents du conseil agricole
Accompagner les acteurs du Conseil Agricole à disposer des outils de travail
Durée estimée:
Six (06) mois
Coût de service:
0 FCFA
Démarches pour l'usager:
Formuler une demande d’appui à l’endroit du DCAIFE accompagnée des termes de référence de l’activité.
Prendre part aux ateliers de rédaction
Validation après l’avis favorable de la DCAIFE.
Qui peut faire la demande?
ATDA, Projets/Programmes, OPA, Directions techniques du MAEP
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction du Conseil Agricole, des Innovations et de la Formation Entrepreneuriale
Législation:
Arrêté N°058/MAEP/DC/SGM/DAF/DCAIFE/CJ/SA/SGG20 portant Attribution, organisation et fonctionnement de la Direction du Conseil Agricole, des Innovations et de la Formation Entrepreneuriale (DCAIFE)
Localisation, heures de service:
Cotonou, Cadjéhoun route de l'Aéroport International Bernardin Cardinal GANTIN dans l'enceinte du Ministère de l’Agriculture, de l’Elevage et de la Pêche, Bâtiment E (derrière le Bâtiment bleu), Lundi au vendredi Matinée : 08h00mn-12h30mn ; Soirée : 14h00mn-17h30mn Demande écrite adressée au DCAIFE avec les Termes de référence en pièce jointe"
https://service-public.bj/public/services/service/PS00469,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Appuis au montage des plans d’affaires professionnelles agricoles
Les acteurs intervenant sur les chaînes de valeur reçoivent de l’Agence Territoriale de Développement Agricole (ATDA) à travers les Prestataires de Services Non Financiers (PSNF) des appuis en montage des plans d’affaires bancables
Durée estimée:
Variable en fonction de l’idée et de la disponibilité du porteur
Coût de service:
0 FCFA
Démarches pour l'usager:
L’acteur soumet son expression de besoin en financement au niveau de Cellule Communale de sa localité,
une étude du dossier est faite par un comité mis en place.
Le demandeur reçoit ensuite une notification de l’avis donné à son dossier pour suite du processus.
Qui peut faire la demande?
Les privés, les Organisations Professionnelles Agricoles, les Mairies, les ONG.
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Agence Territoriale de Développement Agricole
Législation:
Décret 2018-123 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole de l’Alibori Sud-Borgou Nord-2KP
Décret 2018-124 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole de de l’Atacora Ouest
Décret 2018-125 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole du Borgou Sud-Donga-Collines
Décret 2018-126 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole du Zou-Couffo
Décret 2018-127 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole du Plateau
Décret 2018-128 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole de L’Ouémé-Atlantique-Littoral-Mono
Décret 2018-129 du 17 avril 2018 portant approbation des statuts de l’Agence Territoriale du Développement Agricole de la Vallée du Niger
Localisation, heures de service:
ATDA 1 : en face de la route inter-Etat Malanville-Niamey
ATDA 2 : au bord de la route inter-Etat Cotonou-Malanville en face du CENAGREF
ATDA 3 : au bord de l’axe routier Natitingou-Tanguiéta à gauche, après la Direction Départementale des Tavaux Publics de Natitingou et en face de la Direction Départementale du Cadre de Vie et du Développement Durable
ATDA 4 : Parakou, Sis au bord de la route de Pèrèrè après le stade municipal de Parakou;
ATDA 5 : Bohicon, quartier SACLO à côté de l’ONAB
ATDA 6 : Pobè, dans le quartier Pobè Nord (Zone Résidentielle) non loin de la Préfecture
ATDA 7 : Situé à Calavi au bord de la Route Inter-Etat Cotonou-Bohicon à 600 m de la mairie d’Abomey-Calavi, Lundi du vendredi Matinée : 08h00mn-12h30mn Soirée : 14h00mn-17h30mn Demande adressée au Directeur Général de l’Agence précisant le besoin en financement pour prise en charge par le PSNF sélectionné par l’ATDA"
https://service-public.bj/public/services/service/PS00484,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Assurer la formation des utilisateurs de matériels agricoles
Les producteurs sollicitent le renforcement des capacités des tractoristes auprès de l’ANaMA compte tenu de la complexité des matériels agricoles existants
Durée estimée:
Variable en fonction de la disponibilité des bénéficiaires et de l’agenda de formation de l’agence
Coût de service:
Variable en fonction du lieu de formation, de l’effectif à former et du type de formation
Démarches pour l'usager:
Dépôt de la demande
Notification au demandeur du service
Qui peut faire la demande?
Producteurs individuels et organisations professionnelles agricoles
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Société Nationale de Mécanisation Agricole
Législation:
Décret N°2019-123 du 10/04/2019 portant approbation des statuts de l’AnaMA
Localisation, heures de service:
Ouidah à 200 mètres du péage d’AHOUICODJI en quittant Cotonou, Lundi au vendredi : Matinée : 08h00mn-12h30mn Soirée : 14h00mn-17h30mn Demande écrite adressée au Directeur Général de l'Agence Nationale de la Mécanisation Agricole"
https://service-public.bj/public/services/service/PS00485,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Assurer la maintenance des équipements agricoles
Les producteurs sollicitent le renforcement l’appui de l’ANaMA pour la réparation des équipements agricoles
Durée estimée:
72 heures
Coût de service:
Variable en fonction de l’intervention
Démarches pour l'usager:
Une demande est déposée au Secrétariat de l’AnaMA,
une équipe est déployée dans 72 heures au plus pour intervenir
Qui peut faire la demande?
Les producteurs
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Société Nationale de Mécanisation Agricole
Législation:
Décret N°2019-123 du 10/04/2019 portant approbation des statuts de l’AnaMA
Localisation, heures de service:
Ouidah à 200 mètres du péage d’AHOUICODJI en quittant Cotonou, Lundi au vendredi : Matinée : 08h00mn-12h30mn Soirée : 14h00mn-17h30mn Demande écrite au Directeur Général de l'Agence Nationale de la Mécanisation Agricole"
https://service-public.bj/public/services/service/PS00453,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Autorisation Préalable d’Importation des engrais
Autorisation préalable d’importation délivrée aux importateurs d’engrais agréés
Durée estimée:
7 jours
Coût de service:
- de 0 à 10 tonnes : 2 500 F CFA par tonne ; - de 11 à 100 tonnes : 1 200 F CFA par tonne ; - de 101 à 1.000 tonnes : 700 F CFA par tonne ; - de 1.001 à 10.000 tonnes : 500 F CFA par tonne ; - supérieur à 10.000 tonnes : 200 F CFA par tonne.
Démarches pour l'usager:
Réunir les pièces et se rendre au siège de la Direction de la Production Végétale
Qui peut faire la demande?
Les importateurs des engrais
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction de la Production Végétale
Législation:
Décret N°2018-176 du 16/05/2018 fixant les modalités de gestion et de contrôle de qualité des engrais en République du Bénin.
Arrêté : 2020 N° 018/MAEP/MEF/CAB/SGM/DAF/DPV/CJ/SA/096SGG19 du 09/03/2020 fixant les modalités de délivrance de l’autorisation préalable d’importation des engrais en République du Bénin
Localisation, heures de service:
Standard : 20 21 32 90 Fax : 20 21 44 13, Lundi au Vendredi -Matinée : 08h00mn-12h30mn -Soirée : 14h00mn-17h30mn un formulaire de demande d’API fourni par le CONACE ;
une copie de la carte d’importateur en cours de validité ;
une attestation fiscale valable au jour de la demande d’API ;
une copie de l’agrément professionnel pour l’importation et la distribution des engrais ;
la ou les fiches techniques des engrais à importer ;
l’attestation de validation des formules d’engrais à importer ;
une quittance des frais de dossiers délivré par le Trésor Public."
https://service-public.bj/public/services/service/PS00456,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Autorisation Préalable d’Importation des pesticides et biopesticides
Autorisation préalable d’importation délivrée aux importateurs de pesticides et biopesticides agréés
Durée estimée:
7 jours
Coût de service:
- de 0 à 10 tonnes : 5 000 F CFA par tonne ; - de 11 à 100 tonnes : 3 000 F CFA par tonne ; - de 101 à 1.000 tonnes : 1 000 F CFA par tonne ; - de 1.001 à 10.000 tonnes : 500 F CFA par tonne ; - supérieur à 10.000 tonnes : 200 F CFA par tonne.
Démarches pour l'usager:
Réunir les pièces et se rendre au siège de la Direction de la Production Végétale
Qui peut faire la demande?
Les importateurs des pesticides et biopesticides
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction de la Production Végétale
Législation:
Décret n° 2018-172 du 16 mai 2018, fixant les modalités d’application des règlements communautaires sur l’homologation des pesticides en République du Bénin.
Arrêté : 2020 N° 017/MAEP/MEF/CAB/SGM/DAF/DPV/CJ/SA/097SGG19 du 09/03/2020 fixant les modalités de délivrance des Autorisations Préalables d’Importation des pesticides et des biopesticides en République du Bénin
Localisation, heures de service:
Standard : 20 21 32 90 Fax : 20 21 44 13, Lundi au Vendredi -Matinée : 08h00mn-12h30mn -Soirée : 14h00mn-17h30mn un formulaire de demande d’API fourni par le CNGP ;
une copie de la carte d’importateur en cours de validité ;
une attestation fiscale valable au jour de la demande d’API ;
une copie de l’agrément professionnel pour l’importation et la distribution des pesticides et biopesticides ;
les informations techniques et quantitatives sur les pesticides ou biopesticides à importer;
une quittance des frais de dossiers délivré par le Trésor Public."
https://service-public.bj/public/services/service/PS00457,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Autorisation Préalable d’Importation des pulvérisateurs
Autorisation préalable d’importation délivrée aux importateurs de pesticides et biopesticides agréés
Durée estimée:
7 jours
Coût de service:
- Container de 20’ : 100 000 FCFA ; - Container de 40’ : 150 000 FCFA.
Démarches pour l'usager:
Réunir les pièces et se rendre au siège de la Direction de la Production Végétale
Qui peut faire la demande?
Les importateurs des pesticides et biopesticides
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction de la Production Végétale
Législation:
Décret N° 2018-172 du 16 mai 2018, fixant les modalités d’application des règlements communautaires sur l’homologation des pesticides en République du Bénin.
Arrêté : 2020 N° 039/MAEP/MEF/DC/SGM/DAF/DPV/CJ/SA/030SGG20 du 17/07/2020
Localisation, heures de service:
Standard : 20 21 32 90 Fax : 20 21 44 13, Lundi au Vendredi -Matinée : 08h00mn-12h30mn -Soirée : 14h00mn-17h30mn un formulaire de demande d’API fourni par le CNGP ;
une copie de la carte d’importateur en cours de validité ;
une copie de l’agrément professionnel pour l’importation et la distribution des pesticides et biopesticides ;
les spécifications techniques des pulvérisateurs à importer;
une quittance des frais de dossiers délivré par le Trésor Public. Agréments professionnels pour importation des engrais"
https://service-public.bj/public/services/service/PS00421,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Autorisation d'Installation et d'Exploitation des Unités de Production d'œufs Fertilités de Larves, d'Alevins et de Juvéniles de Poissons en République Du Bénin
Il s'agit de garantir les conditions idoines d'installations des écloseries pour la production de semences aquacoles de qualité. Le service consiste à aller prospecter les infrastructures si elles répondent aux normes, s'assurer si le requérant a les qualités professionnelles de l’activité, évaluer sa capacité de production afin de le mettre dans le répertoire de sa catégorie pour une planification de suivi et d'appui. Cette autorisation permet non seulement au bénéficiaire d'avoir le quitus de l'Etat pour participer aux appels d'offre de fourniture de semences.
Durée estimée:
90 jours
Démarches pour l'usager:
Dépôt de dossier selon les pièces à fournir, étude du dossier, visite du site par le service compétant, notification des observations faites sur le site. Prise en compte des observations par le requérant, vérification de la prise en compte des observations par le requérant sur le site. Si bon, l'autorisation est accordée
Qui peut faire la demande?
Le requérant
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction de la Production Halieuthique
Législation:
Arrêté N°2013/0489/MAEP/DC/SGM/DRH/DP/SA du 05 Septembre 2013 fixant les conditions d'autorisation et d'exploitation des unités de production d'œufs fertilises, de larves, d'alevins et de juvéniles de poissons en Républiques du Bénin
Localisation, heures de service:
COTONOU, Lundi au Vendredi Matinée : 08h00mn-12h30mn Soirée : 14h00mn-17h30mn Une demande adressée au Directeur de la Production Halieutique précisant l’adresse complète du requérant.
Une Copie de la carte d’identité du promoteur
Carte professionnelle de producteur délivrée par le Directeur de la Production Halieutique
Plans de masse et plan de chacune des infrastructures de l’unité de production.
Dossier technique indiquant : Capacité de production ; origine des espèces et souches de poissons à reproduire, intrants à utiliser, rapport d’étude d’impact sur l’environnement"
https://service-public.bj/public/services/service/PS00422,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Autorisation d'importation de ressources génétiques en République du Bénin
Le service consiste à s'assurer de la qualité inoffensive des ressources génétiques à importer afin d'éviter toute catastrophe écologique issue des dégâts sanitaires, de mélange des poissons endogènes et exogènes, le bouleversement de la chaine alimentaire d'introduction des OGM etc. La demande déclenche l'avis scientifique du Système National de Recherche Agricole pour s'assurer de l'origine et du caractère inoffensif. A la suite de l'avis, les compléments d'informations peuvent être demandés au requérant avant l'autorisation de la DPH. Ce service participe à la production de semences de qualité dans les conditions qui protègent l'environnement aquatique.
Durée estimée:
30 jours
Démarches pour l'usager:
Dépôt de dossier selon les pièces à fournir
Etude du dossier
Transmission du dossier au Système National des Recherches Agricole (SNRA) pour avis scientifique
Notification des observations de SNRA au requérant pour la prise en compte
Visite conjointe de la DPH et INRAB sur le site
Notification des observations de l'équipe au requérant
Prise en compte des observations par le requérant
Vérification de la prise en compte des observations sur le site
Notification de l'autorisation au requérant avec la mention de délai et obligation du plan d'implantation
Suivi d'arrivage de la cargaison et son introduction sur le site
Qui peut faire la demande?
Le requérant
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction de la Production Halieuthique
Législation:
Arrêté 2017 N°033/MAEP/MICA/MEF/DC/SGM/DAF/DPH/CJ/SA/028GG17 du 04 septembre 2017 portant interdiction temporaire de l’importation de poisson Tilapia vivant ou mort et dérivés
Décret N° 2018 – 334 du 25 juillet 2018 fixant les conditions et modalités d’exercice de l’aquaculture en République du Bénin précisant les conditions d’importation des souches vivantes de poissons d’élevage par des acteurs non autorisés
Localisation, heures de service:
COTONOU, Lundi au Vendredi Matinée : 08h00mn-12h30mn Soirée : 14h00mn-17h30mn Une demande d’importation d’alevins précisant l’adresse complète du fournisseur (société, pays d’implantation, nom et prénoms, contacts téléphoniques, boîte postale et e-mails du promoteur) ;
Les Caractéristiques génétiques de la souche telles que :
Sauvage (préciser le bassin de récolte) ; ou bien
Hybride (préciser la carte génétique de sélection) ;
Une attestation/certificat prouvant l’authenticité de l’origine de la souche mentionnée sur la demande d’importation (délivré par le fournisseur
Certificat sanitaire de la souche délivré par le fournisseur. Si l’autorisation est accordée, le fournisseur doit fournir le plan d’importation/transfert (lieu d’embarquement, dates, moyens de transport, lieux de transit…)."
https://service-public.bj/public/services/service/PS00426,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Autorisation d'installation et d'utilisation des stéroïdes en Aquaculture
Le 17 apha-méthyltestostérone est utilisé en aquaculture pour la production massive des tilapias tous mâles en vue d'augmenter la production de poisson et satisfaire les besoins de plus en plus croissants. Etant une hormone de systhèse comme d'autres, son utilisateur doit se faire dans les conditions qui protègent l'envrionnement et les consommateurs. Son autorisation consiste à s'assurer des normes des installations dans lesquelles elle sera utilisée, les conditions de conservation, les poissons sur lesquels elle sera utilisée, la dose prescrite, le système de contrôle et de protection contre le risque de déversement dans la nature. Donc la demande déclenche un processus de suivi et de collecte de données à analyser avant l'autorisation
Durée estimée:
30 jours
Démarches pour l'usager:
Une demande adressée au Directeur de la Production Halieutique précisant l’adresse complète du réquérant ;
Une copie de la carte promoteur ;
Une carte professionnelle du promoteur délivrée par le Directeur de la Production Halieutique
Qui peut faire la demande?
Le requérant
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction de la Production Halieuthique
Législation:
Arrêté n°2013/0490/MAEP/DC/SGM/DRH/DP/SA du 05 Septembre 2013 fixant les conditions d'utilisation des stéroïdes en Aquaculture du Bénin
Localisation, heures de service:
COTONOU, Lundi au Vendredi Matinée : 08h00mn-12h30mn Soirée : 14h00mn-17h30mn Une demande adressée au Directeur de la Production Halieutique précisant l’adresse complète du requérant ;
Une copie de la carte d’identité promoteur ;
Une Carte professionnelle de producteur délivrée par le Directeur de la Production Halieutique."
https://service-public.bj/public/services/service/PS00528,"Ministère de l'Agriculture, de l'Élevage et de la Pêche","Autorisation d'ouverture d'installation isotherme
Il s'agit d'accompagner les promoteurs de poissonnerie ou de chambre froide à se conformer à la réglementation
Durée estimée:
90 jours après le dépôt des pièces
Coût de service:
Variable
Démarches pour l'usager:
Dépôt de dossier selon les pièces à fournir,
étude du dossier,
visite du site par le service compétant,
notification des observations faites sur le site.
Prise en compte des observations par le requérant,
vérification de la prise en compte des observations par le requérant sur le site.
Si bon, l'autorisation est accordée
Qui peut faire la demande?
Promoteur de poissonnerie et de chambre froide
Institution en charge du service:
Ministère de l'Agriculture, de l'Élevage et de la Pêche
Institution compétente:
Direction Départementale de l’Agriculture, de l’Elevage et de la Pêche
Législation:
Arrêté n°421/MAEP/D-CAB/SGM/ DA/DP/CSRH/SA du 07 avril 2003 portant conditions d’octroi d’agrément et d’autorisation aux établissements à terre, navires et installations isothermes pour les produits halieutiques
Arrêté interministériel n°1683/MFE/MAEP/D-CAB/SGM/DRF/DP/SA du 30 décembre 2005 portant application des redevances de contrôle et du suivi des produits et des installations de pêche
Localisation, heures de service:
DDAEP Alibori : situé au bord de l’axe Kandi-Malanville dans les anciens locaux qui abritaient l’ENSAGAP en face du domaine de l’Honorable ISSA Salifou
DDAEP Atacora : Natitingou, annexe SRC quartier Kantaborifa , Locaux de l’ex-Direction de l’Elevage de Natitingou
DDAEP Atlantique : Situé non loin de la voie Allada-Tori à 200 m dans la VONS du marché
DDAEP Borgou : : Parakou, quartier Tranza, en face de l’ex direction régional de la SONAPRA
DDAEP Collines : Situé non loin de la voie inter-état Dassa-Parakou à côté des eaux et forêts, en face du commissariat
DDAEP Couffo : Aplahoué, Dokomè en face du cantonnement des forestiers
DDAEP Donga : Djougou quartier Zountori, en face du Motel de Djougou dans les locaux de l’ex SCDA Djougou
DDAEP Littoral : Cotonou Akpakpa PK3,5 route de PORTO-NOVO en face de SCIL peinture dans la VONS Matelas PEB quartier Donatin dans les locaux de l’ex ONASA
DDAEP Mono : Lokossa quartier Ayivèdji face Agence Bénin Presse du Mono
DDAEP Ouémé : Porto-Novo, Quartier Ouando, derrière la Direction des Archives Nationales
DDAEP Plateau : Pobè, à coté de Ex-compagnie de la Gendarmerie
DDAEP Zou : Situé au bord de la voie Bohicon-Abomey non loin du collège Monseigneur Steinmetz, Lundi au vendredi : Matinée : 08h00mn-12h30mn Soirée : 14h00mn-17h30mn Une demande adressée au Directeur de la Production Halieutique ;
Une copie des statuts de la société ou de l’établissement ;
Une attestation préalable d’inspection sanitaire des lieux, délivrée par la Direction de la Production Halieutique ;
Un plan des installations concernées ;
Un plan d’indication de l’installation ;
Un manuel-qualité précisant la politique de l’entreprise visant la qualité du produit ;
Un acte attestant le droit de propriété ou d’exploitation du domaine ;
Une copie du Registre de commerce (RCCM) ;
Une copie de la carte professionnelle de commerçant en cours de validité ;
Une Quittance d’autorisation de :
10.000f pour l’autorisation d’ouverture d’une poissonnerie ; 11.1000f /tonne par rapport à la capacité de la Chambre froide pour une chambre froide ;
Une Quittance d’Expertise de : 5000f pour une poissonnerie ;
40.000f pour une chambre froide."
